experiment_type,conditions,results,gene_id,publication_id
ATAC-Seq,"{""temperature"": ""30\u00b0C"", ""ph"": 7.3, ""time"": ""9h""}","{""measurement"": 3.96, ""p_value"": 0.0098, ""fold_change"": -0.93}",774,78
RNA-Seq,"{""temperature"": ""36\u00b0C"", ""ph"": 7.5, ""time"": ""40h""}","{""measurement"": 54.47, ""p_value"": 0.0194, ""fold_change"": 0.31}",167,98
WGS,"{""temperature"": ""21\u00b0C"", ""ph"": 6.7, ""time"": ""12h""}","{""measurement"": 23.98, ""p_value"": 0.0499, ""fold_change"": 3.3}",912,486
Metabolomics,"{""temperature"": ""33\u00b0C"", ""ph"": 7.8, ""time"": ""1h""}","{""measurement"": 25.21, ""p_value"": 0.0131, ""fold_change"": -0.88}",133,13
ChIP-Seq,"{""temperature"": ""31\u00b0C"", ""ph"": 7.1, ""time"": ""31h""}","{""measurement"": 82.23, ""p_value"": 0.0455, ""fold_change"": 0.26}",526,6
WGS,"{""temperature"": ""21\u00b0C"", ""ph"": 7.2, ""time"": ""37h""}","{""measurement"": 98.97, ""p_value"": 0.0008, ""fold_change"": 4.38}",470,18
WGS,"{""temperature"": ""33\u00b0C"", ""ph"": 7.3, ""time"": ""14h""}","{""measurement"": 31.91, ""p_value"": 0.0224, ""fold_change"": -2.37}",102,111
Metabolomics,"{""temperature"": ""37\u00b0C"", ""ph"": 7.2, ""time"": ""46h""}","{""measurement"": 94.09, ""p_value"": 0.0221, ""fold_change"": 3.52}",798,420
WGS,"{""temperature"": ""34\u00b0C"", ""ph"": 7.5, ""time"": ""21h""}","{""measurement"": 78.67, ""p_value"": 0.0012, ""fold_change"": -4.28}",217,64
Metabolomics,"{""temperature"": ""34\u00b0C"", ""ph"": 7.7, ""time"": ""22h""}","{""measurement"": 82.57, ""p_value"": 0.0159, ""fold_change"": 3.77}",558,193
RNA-Seq,"{""temperature"": ""31\u00b0C"", ""ph"": 6.2, ""time"": ""29h""}","{""measurement"": 67.54, ""p_value"": 0.0494, ""fold_change"": -1.37}",338,165
WGS,"{""temperature"": ""20\u00b0C"", ""ph"": 7.0, ""time"": ""16h""}","{""measurement"": 89.24, ""p_value"": 0.0008, ""fold_change"": -0.61}",536,110
ChIP-Seq,"{""temperature"": ""21\u00b0C"", ""ph"": 7.9, ""time"": ""45h""}","{""measurement"": 91.43, ""p_value"": 0.0399, ""fold_change"": -4.99}",989,15
ATAC-Seq,"{""temperature"": ""31\u00b0C"", ""ph"": 8.0, ""time"": ""35h""}","{""measurement"": 83.84, ""p_value"": 0.0123, ""fold_change"": -2.37}",334,332
Metabolomics,"{""temperature"": ""22\u00b0C"", ""ph"": 7.7, ""time"": ""13h""}","{""measurement"": 67.09, ""p_value"": 0.0111, ""fold_change"": -4.53}",302,179
Microarray,"{""temperature"": ""26\u00b0C"", ""ph"": 6.6, ""time"": ""25h""}","{""measurement"": 72.93, ""p_value"": 0.0189, ""fold_change"": -4.56}",597,67
WES,"{""temperature"": ""26\u00b0C"", ""ph"": 6.4, ""time"": ""3h""}","{""measurement"": 28.07, ""p_value"": 0.0001, ""fold_change"": 3.9}",772,488
Microarray,"{""temperature"": ""37\u00b0C"", ""ph"": 6.1, ""time"": ""45h""}","{""measurement"": 2.62, ""p_value"": 0.022, ""fold_change"": 3.64}",40,182
ATAC-Seq,"{""temperature"": ""31\u00b0C"", ""ph"": 8.0, ""time"": ""24h""}","{""measurement"": 92.92, ""p_value"": 0.0041, ""fold_change"": -4.38}",70,398
WES,"{""temperature"": ""23\u00b0C"", ""ph"": 6.8, ""time"": ""11h""}","{""measurement"": 58.76, ""p_value"": 0.0423, ""fold_change"": 0.04}",197,407
WGS,"{""temperature"": ""26\u00b0C"", ""ph"": 7.9, ""time"": ""8h""}","{""measurement"": 83.45, ""p_value"": 0.0154, ""fold_change"": -3.06}",777,222
Metabolomics,"{""temperature"": ""31\u00b0C"", ""ph"": 7.1, ""time"": ""38h""}","{""measurement"": 83.66, ""p_value"": 0.014, ""fold_change"": -4.43}",87,330
Metabolomics,"{""temperature"": ""21\u00b0C"", ""ph"": 7.5, ""time"": ""35h""}","{""measurement"": 24.7, ""p_value"": 0.0292, ""fold_change"": 3.07}",844,166
Proteomics,"{""temperature"": ""25\u00b0C"", ""ph"": 7.1, ""time"": ""11h""}","{""measurement"": 74.01, ""p_value"": 0.0411, ""fold_change"": 0.12}",905,63
ChIP-Seq,"{""temperature"": ""27\u00b0C"", ""ph"": 6.0, ""time"": ""43h""}","{""measurement"": 51.04, ""p_value"": 0.01, ""fold_change"": 0.79}",453,351
WES,"{""temperature"": ""25\u00b0C"", ""ph"": 8.0, ""time"": ""8h""}","{""measurement"": 29.75, ""p_value"": 0.0001, ""fold_change"": -0.06}",801,55
ChIP-Seq,"{""temperature"": ""32\u00b0C"", ""ph"": 6.9, ""time"": ""21h""}","{""measurement"": 57.2, ""p_value"": 0.0321, ""fold_change"": 4.18}",568,337
ChIP-Seq,"{""temperature"": ""31\u00b0C"", ""ph"": 7.1, ""time"": ""18h""}","{""measurement"": 83.59, ""p_value"": 0.0143, ""fold_change"": 4.12}",984,126
Microarray,"{""temperature"": ""28\u00b0C"", ""ph"": 6.6, ""time"": ""45h""}","{""measurement"": 41.62, ""p_value"": 0.0127, ""fold_change"": -2.35}",919,155
Metabolomics,"{""temperature"": ""25\u00b0C"", ""ph"": 6.3, ""time"": ""16h""}","{""measurement"": 86.51, ""p_value"": 0.0219, ""fold_change"": -3.56}",150,219
RNA-Seq,"{""temperature"": ""33\u00b0C"", ""ph"": 6.9, ""time"": ""15h""}","{""measurement"": 36.58, ""p_value"": 0.0042, ""fold_change"": 2.31}",459,403
RNA-Seq,"{""temperature"": ""31\u00b0C"", ""ph"": 7.2, ""time"": ""23h""}","{""measurement"": 5.2, ""p_value"": 0.0352, ""fold_change"": -2.81}",552,291
WGS,"{""temperature"": ""22\u00b0C"", ""ph"": 7.1, ""time"": ""23h""}","{""measurement"": 55.78, ""p_value"": 0.0414, ""fold_change"": 2.75}",733,179
Microarray,"{""temperature"": ""20\u00b0C"", ""ph"": 7.9, ""time"": ""5h""}","{""measurement"": 80.07, ""p_value"": 0.0471, ""fold_change"": -2.56}",391,387
ChIP-Seq,"{""temperature"": ""33\u00b0C"", ""ph"": 7.6, ""time"": ""4h""}","{""measurement"": 99.69, ""p_value"": 0.0024, ""fold_change"": 3.4}",150,177
ATAC-Seq,"{""temperature"": ""33\u00b0C"", ""ph"": 7.2, ""time"": ""20h""}","{""measurement"": 27.01, ""p_value"": 0.0337, ""fold_change"": 0.06}",966,331
WGS,"{""temperature"": ""37\u00b0C"", ""ph"": 7.0, ""time"": ""17h""}","{""measurement"": 23.65, ""p_value"": 0.0333, ""fold_change"": 2.85}",363,367
ChIP-Seq,"{""temperature"": ""36\u00b0C"", ""ph"": 7.1, ""time"": ""42h""}","{""measurement"": 5.02, ""p_value"": 0.0269, ""fold_change"": -4.76}",295,41
WGS,"{""temperature"": ""35\u00b0C"", ""ph"": 7.8, ""time"": ""5h""}","{""measurement"": 90.54, ""p_value"": 0.0156, ""fold_change"": -0.28}",672,275
Metabolomics,"{""temperature"": ""22\u00b0C"", ""ph"": 6.8, ""time"": ""10h""}","{""measurement"": 43.81, ""p_value"": 0.0448, ""fold_change"": -1.3}",495,369
ChIP-Seq,"{""temperature"": ""20\u00b0C"", ""ph"": 6.8, ""time"": ""15h""}","{""measurement"": 21.81, ""p_value"": 0.0268, ""fold_change"": 1.21}",159,44
Metabolomics,"{""temperature"": ""20\u00b0C"", ""ph"": 7.9, ""time"": ""42h""}","{""measurement"": 22.91, ""p_value"": 0.0023, ""fold_change"": 3.48}",959,189
ATAC-Seq,"{""temperature"": ""29\u00b0C"", ""ph"": 7.8, ""time"": ""12h""}","{""measurement"": 23.18, ""p_value"": 0.0499, ""fold_change"": -0.14}",364,177
Proteomics,"{""temperature"": ""35\u00b0C"", ""ph"": 6.1, ""time"": ""25h""}","{""measurement"": 58.71, ""p_value"": 0.0217, ""fold_change"": 4.22}",799,187
WGS,"{""temperature"": ""35\u00b0C"", ""ph"": 6.8, ""time"": ""41h""}","{""measurement"": 83.37, ""p_value"": 0.0438, ""fold_change"": -4.62}",900,474
Microarray,"{""temperature"": ""29\u00b0C"", ""ph"": 7.0, ""time"": ""48h""}","{""measurement"": 50.61, ""p_value"": 0.0413, ""fold_change"": -1.41}",97,325
Proteomics,"{""temperature"": ""21\u00b0C"", ""ph"": 6.5, ""time"": ""15h""}","{""measurement"": 18.24, ""p_value"": 0.0477, ""fold_change"": -2.78}",578,34
Proteomics,"{""temperature"": ""22\u00b0C"", ""ph"": 7.7, ""time"": ""9h""}","{""measurement"": 42.65, ""p_value"": 0.0275, ""fold_change"": 1.28}",82,246
Microarray,"{""temperature"": ""27\u00b0C"", ""ph"": 6.4, ""time"": ""21h""}","{""measurement"": 54.36, ""p_value"": 0.0208, ""fold_change"": -0.38}",230,148
Proteomics,"{""temperature"": ""31\u00b0C"", ""ph"": 7.8, ""time"": ""48h""}","{""measurement"": 17.9, ""p_value"": 0.0296, ""fold_change"": 4.59}",964,45
ChIP-Seq,"{""temperature"": ""26\u00b0C"", ""ph"": 6.1, ""time"": ""13h""}","{""measurement"": 65.94, ""p_value"": 0.0076, ""fold_change"": -2.91}",676,135
RNA-Seq,"{""temperature"": ""37\u00b0C"", ""ph"": 6.5, ""time"": ""39h""}","{""measurement"": 91.72, ""p_value"": 0.0226, ""fold_change"": 3.29}",883,228
ATAC-Seq,"{""temperature"": ""35\u00b0C"", ""ph"": 6.8, ""time"": ""17h""}","{""measurement"": 41.04, ""p_value"": 0.0136, ""fold_change"": -0.55}",161,397
Proteomics,"{""temperature"": ""29\u00b0C"", ""ph"": 6.1, ""time"": ""38h""}","{""measurement"": 37.64, ""p_value"": 0.0021, ""fold_change"": 3.81}",684,81
Metabolomics,"{""temperature"": ""30\u00b0C"", ""ph"": 6.7, ""time"": ""38h""}","{""measurement"": 80.54, ""p_value"": 0.0313, ""fold_change"": 3.65}",675,96
RNA-Seq,"{""temperature"": ""25\u00b0C"", ""ph"": 6.5, ""time"": ""16h""}","{""measurement"": 12.01, ""p_value"": 0.029, ""fold_change"": 2.46}",230,273
Metabolomics,"{""temperature"": ""28\u00b0C"", ""ph"": 6.7, ""time"": ""9h""}","{""measurement"": 47.24, ""p_value"": 0.0235, ""fold_change"": 4.57}",161,474
RNA-Seq,"{""temperature"": ""21\u00b0C"", ""ph"": 6.0, ""time"": ""26h""}","{""measurement"": 77.03, ""p_value"": 0.0115, ""fold_change"": 2.15}",551,387
WGS,"{""temperature"": ""26\u00b0C"", ""ph"": 6.5, ""time"": ""12h""}","{""measurement"": 59.78, ""p_value"": 0.0369, ""fold_change"": -0.24}",49,166
Proteomics,"{""temperature"": ""36\u00b0C"", ""ph"": 6.8, ""time"": ""11h""}","{""measurement"": 31.19, ""p_value"": 0.0083, ""fold_change"": -2.92}",514,26
ChIP-Seq,"{""temperature"": ""21\u00b0C"", ""ph"": 7.5, ""time"": ""40h""}","{""measurement"": 83.94, ""p_value"": 0.0338, ""fold_change"": -3.85}",762,409
RNA-Seq,"{""temperature"": ""35\u00b0C"", ""ph"": 6.1, ""time"": ""35h""}","{""measurement"": 70.28, ""p_value"": 0.0077, ""fold_change"": -2.63}",64,275
ChIP-Seq,"{""temperature"": ""20\u00b0C"", ""ph"": 7.2, ""time"": ""36h""}","{""measurement"": 39.79, ""p_value"": 0.0364, ""fold_change"": 2.53}",920,475
ChIP-Seq,"{""temperature"": ""22\u00b0C"", ""ph"": 7.7, ""time"": ""26h""}","{""measurement"": 89.74, ""p_value"": 0.0163, ""fold_change"": 0.03}",234,316
WES,"{""temperature"": ""29\u00b0C"", ""ph"": 7.4, ""time"": ""44h""}","{""measurement"": 60.32, ""p_value"": 0.0333, ""fold_change"": 4.91}",595,461
WES,"{""temperature"": ""31\u00b0C"", ""ph"": 6.0, ""time"": ""41h""}","{""measurement"": 24.96, ""p_value"": 0.0174, ""fold_change"": 4.1}",714,323
ChIP-Seq,"{""temperature"": ""21\u00b0C"", ""ph"": 7.7, ""time"": ""15h""}","{""measurement"": 54.39, ""p_value"": 0.0171, ""fold_change"": -0.8}",191,307
RNA-Seq,"{""temperature"": ""23\u00b0C"", ""ph"": 7.5, ""time"": ""16h""}","{""measurement"": 29.27, ""p_value"": 0.0283, ""fold_change"": 4.64}",816,490
ChIP-Seq,"{""temperature"": ""25\u00b0C"", ""ph"": 6.9, ""time"": ""33h""}","{""measurement"": 31.55, ""p_value"": 0.0159, ""fold_change"": -4.65}",107,380
Metabolomics,"{""temperature"": ""26\u00b0C"", ""ph"": 7.0, ""time"": ""25h""}","{""measurement"": 22.87, ""p_value"": 0.0113, ""fold_change"": 4.89}",279,290
Metabolomics,"{""temperature"": ""34\u00b0C"", ""ph"": 6.4, ""time"": ""31h""}","{""measurement"": 21.68, ""p_value"": 0.0423, ""fold_change"": 3.37}",294,165
RNA-Seq,"{""temperature"": ""29\u00b0C"", ""ph"": 6.9, ""time"": ""2h""}","{""measurement"": 32.16, ""p_value"": 0.0341, ""fold_change"": -1.31}",937,176
WES,"{""temperature"": ""25\u00b0C"", ""ph"": 7.1, ""time"": ""11h""}","{""measurement"": 8.3, ""p_value"": 0.0216, ""fold_change"": 2.73}",729,101
Metabolomics,"{""temperature"": ""35\u00b0C"", ""ph"": 6.2, ""time"": ""22h""}","{""measurement"": 87.29, ""p_value"": 0.0469, ""fold_change"": 0.54}",269,136
WGS,"{""temperature"": ""34\u00b0C"", ""ph"": 7.1, ""time"": ""22h""}","{""measurement"": 11.1, ""p_value"": 0.0403, ""fold_change"": 3.37}",328,59
ATAC-Seq,"{""temperature"": ""26\u00b0C"", ""ph"": 6.1, ""time"": ""48h""}","{""measurement"": 31.45, ""p_value"": 0.0454, ""fold_change"": -1.61}",368,317
ATAC-Seq,"{""temperature"": ""32\u00b0C"", ""ph"": 7.9, ""time"": ""41h""}","{""measurement"": 51.63, ""p_value"": 0.0464, ""fold_change"": 2.17}",70,298
ChIP-Seq,"{""temperature"": ""32\u00b0C"", ""ph"": 6.1, ""time"": ""44h""}","{""measurement"": 29.75, ""p_value"": 0.0376, ""fold_change"": 2.78}",853,439
WES,"{""temperature"": ""32\u00b0C"", ""ph"": 6.5, ""time"": ""24h""}","{""measurement"": 6.51, ""p_value"": 0.046, ""fold_change"": -1.93}",306,116
ATAC-Seq,"{""temperature"": ""21\u00b0C"", ""ph"": 7.3, ""time"": ""19h""}","{""measurement"": 12.82, ""p_value"": 0.0221, ""fold_change"": -4.93}",630,340
RNA-Seq,"{""temperature"": ""33\u00b0C"", ""ph"": 7.2, ""time"": ""31h""}","{""measurement"": 74.3, ""p_value"": 0.0331, ""fold_change"": -1.86}",785,146
WGS,"{""temperature"": ""31\u00b0C"", ""ph"": 6.5, ""time"": ""38h""}","{""measurement"": 11.48, ""p_value"": 0.0183, ""fold_change"": -0.03}",967,188
Metabolomics,"{""temperature"": ""35\u00b0C"", ""ph"": 6.7, ""time"": ""38h""}","{""measurement"": 60.64, ""p_value"": 0.0307, ""fold_change"": 0.83}",573,105
WGS,"{""temperature"": ""29\u00b0C"", ""ph"": 7.9, ""time"": ""8h""}","{""measurement"": 1.18, ""p_value"": 0.0259, ""fold_change"": -2.08}",550,375
ATAC-Seq,"{""temperature"": ""37\u00b0C"", ""ph"": 7.3, ""time"": ""29h""}","{""measurement"": 75.56, ""p_value"": 0.0239, ""fold_change"": -4.16}",350,182
Proteomics,"{""temperature"": ""26\u00b0C"", ""ph"": 7.2, ""time"": ""48h""}","{""measurement"": 19.93, ""p_value"": 0.0124, ""fold_change"": 3.66}",330,128
Proteomics,"{""temperature"": ""35\u00b0C"", ""ph"": 7.3, ""time"": ""16h""}","{""measurement"": 49.24, ""p_value"": 0.0262, ""fold_change"": -1.59}",376,1
RNA-Seq,"{""temperature"": ""23\u00b0C"", ""ph"": 6.6, ""time"": ""31h""}","{""measurement"": 75.31, ""p_value"": 0.0448, ""fold_change"": 0.2}",342,387
Microarray,"{""temperature"": ""32\u00b0C"", ""ph"": 6.9, ""time"": ""28h""}","{""measurement"": 17.68, ""p_value"": 0.0413, ""fold_change"": -3.8}",860,427
Microarray,"{""temperature"": ""21\u00b0C"", ""ph"": 7.5, ""time"": ""26h""}","{""measurement"": 26.02, ""p_value"": 0.0064, ""fold_change"": 2.09}",341,428
Metabolomics,"{""temperature"": ""23\u00b0C"", ""ph"": 7.9, ""time"": ""48h""}","{""measurement"": 37.69, ""p_value"": 0.0474, ""fold_change"": 0.95}",859,184
WGS,"{""temperature"": ""25\u00b0C"", ""ph"": 7.5, ""time"": ""35h""}","{""measurement"": 55.43, ""p_value"": 0.0098, ""fold_change"": 0.01}",778,17
Metabolomics,"{""temperature"": ""36\u00b0C"", ""ph"": 7.4, ""time"": ""19h""}","{""measurement"": 58.74, ""p_value"": 0.0033, ""fold_change"": 1.42}",391,305
Proteomics,"{""temperature"": ""33\u00b0C"", ""ph"": 6.1, ""time"": ""46h""}","{""measurement"": 5.27, ""p_value"": 0.0199, ""fold_change"": 1.01}",982,392
Metabolomics,"{""temperature"": ""22\u00b0C"", ""ph"": 6.5, ""time"": ""48h""}","{""measurement"": 80.99, ""p_value"": 0.0134, ""fold_change"": 0.05}",381,328
WGS,"{""temperature"": ""29\u00b0C"", ""ph"": 6.2, ""time"": ""19h""}","{""measurement"": 63.03, ""p_value"": 0.0108, ""fold_change"": -4.3}",832,408
Proteomics,"{""temperature"": ""32\u00b0C"", ""ph"": 7.6, ""time"": ""21h""}","{""measurement"": 14.91, ""p_value"": 0.0299, ""fold_change"": -4.71}",593,19
Microarray,"{""temperature"": ""25\u00b0C"", ""ph"": 6.2, ""time"": ""11h""}","{""measurement"": 79.36, ""p_value"": 0.0345, ""fold_change"": -3.7}",837,45
Metabolomics,"{""temperature"": ""36\u00b0C"", ""ph"": 7.9, ""time"": ""45h""}","{""measurement"": 3.33, ""p_value"": 0.0055, ""fold_change"": -1.64}",158,124
RNA-Seq,"{""temperature"": ""24\u00b0C"", ""ph"": 6.6, ""time"": ""1h""}","{""measurement"": 52.9, ""p_value"": 0.0079, ""fold_change"": 3.95}",632,115
RNA-Seq,"{""temperature"": ""23\u00b0C"", ""ph"": 8.0, ""time"": ""3h""}","{""measurement"": 14.58, ""p_value"": 0.0101, ""fold_change"": -0.1}",519,261
WES,"{""temperature"": ""28\u00b0C"", ""ph"": 7.4, ""time"": ""3h""}","{""measurement"": 6.54, ""p_value"": 0.0057, ""fold_change"": 2.86}",547,426
Microarray,"{""temperature"": ""33\u00b0C"", ""ph"": 7.1, ""time"": ""10h""}","{""measurement"": 56.73, ""p_value"": 0.0211, ""fold_change"": 3.29}",485,119
ChIP-Seq,"{""temperature"": ""23\u00b0C"", ""ph"": 6.1, ""time"": ""41h""}","{""measurement"": 40.17, ""p_value"": 0.0191, ""fold_change"": 0.34}",762,114
ChIP-Seq,"{""temperature"": ""25\u00b0C"", ""ph"": 7.3, ""time"": ""43h""}","{""measurement"": 57.61, ""p_value"": 0.0287, ""fold_change"": 1.35}",799,89
Metabolomics,"{""temperature"": ""29\u00b0C"", ""ph"": 7.2, ""time"": ""7h""}","{""measurement"": 5.3, ""p_value"": 0.0301, ""fold_change"": -0.74}",225,134
WGS,"{""temperature"": ""26\u00b0C"", ""ph"": 7.0, ""time"": ""47h""}","{""measurement"": 69.77, ""p_value"": 0.0015, ""fold_change"": -3.06}",489,189
WGS,"{""temperature"": ""35\u00b0C"", ""ph"": 6.4, ""time"": ""48h""}","{""measurement"": 1.15, ""p_value"": 0.021, ""fold_change"": 3.5}",687,72
WGS,"{""temperature"": ""20\u00b0C"", ""ph"": 6.5, ""time"": ""3h""}","{""measurement"": 42.31, ""p_value"": 0.0207, ""fold_change"": 1.09}",1000,384
RNA-Seq,"{""temperature"": ""21\u00b0C"", ""ph"": 6.5, ""time"": ""5h""}","{""measurement"": 95.17, ""p_value"": 0.0063, ""fold_change"": -2.52}",734,436
Proteomics,"{""temperature"": ""32\u00b0C"", ""ph"": 6.1, ""time"": ""41h""}","{""measurement"": 13.1, ""p_value"": 0.0183, ""fold_change"": 3.04}",159,73
ATAC-Seq,"{""temperature"": ""34\u00b0C"", ""ph"": 6.2, ""time"": ""35h""}","{""measurement"": 71.27, ""p_value"": 0.0276, ""fold_change"": -4.8}",419,139
ATAC-Seq,"{""temperature"": ""34\u00b0C"", ""ph"": 7.5, ""time"": ""41h""}","{""measurement"": 73.96, ""p_value"": 0.0081, ""fold_change"": -1.66}",749,442
ChIP-Seq,"{""temperature"": ""27\u00b0C"", ""ph"": 7.0, ""time"": ""7h""}","{""measurement"": 68.49, ""p_value"": 0.0388, ""fold_change"": -0.1}",703,260
Metabolomics,"{""temperature"": ""24\u00b0C"", ""ph"": 7.9, ""time"": ""25h""}","{""measurement"": 54.87, ""p_value"": 0.0208, ""fold_change"": -2.41}",693,370
Microarray,"{""temperature"": ""30\u00b0C"", ""ph"": 6.8, ""time"": ""1h""}","{""measurement"": 20.04, ""p_value"": 0.031, ""fold_change"": 3.59}",789,343
WES,"{""temperature"": ""31\u00b0C"", ""ph"": 6.9, ""time"": ""34h""}","{""measurement"": 55.78, ""p_value"": 0.0357, ""fold_change"": 0.38}",909,335
WGS,"{""temperature"": ""27\u00b0C"", ""ph"": 6.6, ""time"": ""20h""}","{""measurement"": 80.03, ""p_value"": 0.0239, ""fold_change"": -2.18}",790,500
ChIP-Seq,"{""temperature"": ""33\u00b0C"", ""ph"": 6.2, ""time"": ""21h""}","{""measurement"": 18.63, ""p_value"": 0.0392, ""fold_change"": 1.81}",294,309
WGS,"{""temperature"": ""28\u00b0C"", ""ph"": 6.3, ""time"": ""5h""}","{""measurement"": 97.38, ""p_value"": 0.0446, ""fold_change"": 1.35}",47,28
ATAC-Seq,"{""temperature"": ""20\u00b0C"", ""ph"": 6.1, ""time"": ""25h""}","{""measurement"": 55.73, ""p_value"": 0.0066, ""fold_change"": 0.33}",959,459
RNA-Seq,"{""temperature"": ""27\u00b0C"", ""ph"": 6.8, ""time"": ""17h""}","{""measurement"": 76.89, ""p_value"": 0.0377, ""fold_change"": -0.85}",940,245
Microarray,"{""temperature"": ""23\u00b0C"", ""ph"": 6.9, ""time"": ""3h""}","{""measurement"": 34.48, ""p_value"": 0.0233, ""fold_change"": 3.89}",936,105
RNA-Seq,"{""temperature"": ""26\u00b0C"", ""ph"": 6.4, ""time"": ""45h""}","{""measurement"": 91.93, ""p_value"": 0.0177, ""fold_change"": -2.69}",740,77
ChIP-Seq,"{""temperature"": ""25\u00b0C"", ""ph"": 7.0, ""time"": ""15h""}","{""measurement"": 84.3, ""p_value"": 0.0149, ""fold_change"": 3.06}",830,157
ChIP-Seq,"{""temperature"": ""34\u00b0C"", ""ph"": 7.4, ""time"": ""17h""}","{""measurement"": 36.48, ""p_value"": 0.0386, ""fold_change"": 1.97}",903,20
Metabolomics,"{""temperature"": ""22\u00b0C"", ""ph"": 6.5, ""time"": ""7h""}","{""measurement"": 78.87, ""p_value"": 0.0244, ""fold_change"": 3.84}",648,188
Proteomics,"{""temperature"": ""23\u00b0C"", ""ph"": 7.6, ""time"": ""31h""}","{""measurement"": 30.58, ""p_value"": 0.0208, ""fold_change"": 4.92}",905,103
ChIP-Seq,"{""temperature"": ""21\u00b0C"", ""ph"": 7.3, ""time"": ""37h""}","{""measurement"": 21.84, ""p_value"": 0.0227, ""fold_change"": -3.62}",271,464
ATAC-Seq,"{""temperature"": ""35\u00b0C"", ""ph"": 6.2, ""time"": ""22h""}","{""measurement"": 27.77, ""p_value"": 0.0397, ""fold_change"": 3.22}",528,328
WES,"{""temperature"": ""20\u00b0C"", ""ph"": 6.6, ""time"": ""37h""}","{""measurement"": 34.52, ""p_value"": 0.038, ""fold_change"": 4.29}",649,404
Microarray,"{""temperature"": ""32\u00b0C"", ""ph"": 6.3, ""time"": ""9h""}","{""measurement"": 81.65, ""p_value"": 0.0334, ""fold_change"": -4.53}",757,35
RNA-Seq,"{""temperature"": ""24\u00b0C"", ""ph"": 6.3, ""time"": ""9h""}","{""measurement"": 51.89, ""p_value"": 0.0286, ""fold_change"": 4.19}",647,347
WES,"{""temperature"": ""20\u00b0C"", ""ph"": 7.2, ""time"": ""2h""}","{""measurement"": 9.2, ""p_value"": 0.0358, ""fold_change"": 4.74}",444,238
Metabolomics,"{""temperature"": ""36\u00b0C"", ""ph"": 6.5, ""time"": ""17h""}","{""measurement"": 36.72, ""p_value"": 0.0451, ""fold_change"": -0.17}",513,130
ATAC-Seq,"{""temperature"": ""36\u00b0C"", ""ph"": 7.7, ""time"": ""10h""}","{""measurement"": 41.97, ""p_value"": 0.0485, ""fold_change"": 0.93}",686,475
Microarray,"{""temperature"": ""28\u00b0C"", ""ph"": 6.6, ""time"": ""29h""}","{""measurement"": 36.32, ""p_value"": 0.0003, ""fold_change"": 4.25}",309,279
RNA-Seq,"{""temperature"": ""21\u00b0C"", ""ph"": 7.6, ""time"": ""33h""}","{""measurement"": 98.52, ""p_value"": 0.023, ""fold_change"": -4.26}",486,311
RNA-Seq,"{""temperature"": ""27\u00b0C"", ""ph"": 7.4, ""time"": ""16h""}","{""measurement"": 73.21, ""p_value"": 0.0029, ""fold_change"": 3.93}",203,427
WGS,"{""temperature"": ""29\u00b0C"", ""ph"": 7.9, ""time"": ""22h""}","{""measurement"": 66.07, ""p_value"": 0.0421, ""fold_change"": -4.9}",217,282
